venue_id,remote_id,name,url,start_time,cost,description
,1607193,Cleo Wilkinson | Made in the Shade ,https://events.visitithaca.com/event/cleo_wilkinson_made_in_the_shade,2019-04-30T17:00:00-04:00,"","<p>Australian printmaker, Cleo Wilkinson, is one of the few artists working in mezzotint today. The mezzotint technique has remained unchanged for 300 years. Its characteristic rich black tone is achieved by roughening the metal plate with a rocker.&nbsp;Cleo&rsquo;s haunting prints, many of which are very small, beckon the viewer to come closer and to truly engage with each piece.&nbsp; Made possible in part with funds from the New York State Council on the Arts, administered by the Community Arts Partnership.</p>
"
,1568940,Spring 2019 Salsa Lesson Series,https://events.visitithaca.com/event/spring_2019_salsa_lesson_series,2019-04-30T17:00:00-04:00,"","<p>Bailemos Latin Dance Club is back this semester with two salsa lesson series. We will be offering beginner lessons for those who want to get started in learning the basics and fundamentals of salsa on 1 and an advanced class for those who already have a lot of salsa experience.<br />
<br />
Beginner Salsa<br />
This class is designed for absolute beginners assuming students have no previous experience dancing salsa. This class covers all beginning level fundamentals such as the basic step, cross body lead, and basic turns. No partner is necessary as students will rotate during class.<br />
<br />
Advanced Salsa<br />
This class will primarily focus on partnerwork and lead-follow fundamentals for experienced dancers using all of the components taught in our intermediate series. This class will primarily focus on partnerwork combinations that incorporate more complex variations of the movements taught in intermediate level class.<br />
<br />
Pricing for the whole semester:<br />
Undergrads: $20 for one series/$30 for two series<br />
Grads/Cornell staff: $40 for one series/$60 for two series<br />
General public: $50 for one series/$75 for two series<br />
<br />
$5 drop-in</p>
"
746,830305,Trivia With Geeks Who Drink,https://events.visitithaca.com/event/trivia_with_geeks_who_drink,2019-04-30T19:30:00-04:00,"","<p>&quot;Geeks Who Drink lead the pub trivia nerd pack!&quot; -Wired Magazine Geeks Who Drink Trivia is a party on a Tuesday night! Enjoy some tasty eats and drinks while getting your nerd on. Every Tuesday night from 7:30 to 9:30pm! Free!!</p>
"
694,1637613,Xak Bjerken: Studio Recital,https://events.visitithaca.com/event/xak_bjerken_studio_recital,2019-04-30T20:00:00-04:00,Free and open to the public; no tickets required,"<p>Piano studio recital with the students of Xak Bjerken</p>
"
725,830321,Open Mic Night,https://events.visitithaca.com/event/open_mic_night_8320,2019-04-30T21:00:00-04:00,"","<p>Every Tuesday Night, join us on stage at Lot 10 for Ithaca&#39;s Best Open Mic (2013). Each week performers&nbsp;wow the audience while tuning into their stage genius. This page is dedicated to our wonderful community of Open Mic Artists!</p>
"
,1605733, World Picture: Travel Imagery Before and After Photography ,https://events.visitithaca.com/event/world_picture_travel_imagery_before_and_after_photography,2019-05-01T09:00:00-04:00,"","<p><span style=""font-size:12pt""><span><span>Drawing from Cornell&rsquo;s Rare and Manuscript Collections and the Herbert F. Johnson Museum of Art, this exhibition examines how published travel imagery created and transmitted geographical knowledge during the nineteenth century, a period of rapid and extraordinary change in how people travelled, represented, and understood the world. After photography&rsquo;s 1839 debut, the new medium was seen as uniquely suited to the task of presenting accurate geographical description. At the same time, traditional&nbsp;illustration methods such as wood engravings, etchings, and lithographs offered varied and often romanticized interpretations of their subjects in an exploding number of publications dedicated to travel and exploration. What does this reveal about the roles of authenticity and aesthetics in the success of the Western project to teach audiences about faraway places?</span></span></span></p>
"
,1642902,Cornell Concert Archives: our vintage concert t-shirt sale!,https://events.visitithaca.com/event/cornell_concert_archives_our_vintage_concert_t-shirt_sale,2019-05-01T10:00:00-04:00,"","<p>Hi There!</p>

<p>Have you been to one of Cornell&#39;s past concerts and want to rep a band you love?</p>

<p><b>Come join us for Concert Archives: our vintage concert t-shirt sale!</b></p>

<p>We&#39;re going to have shirts from your favorite artists ranging from Bob Dylan to Drake for only $5, and all the proceeds will be donated to United Way of Tompkins County.&nbsp;United Way fights for the health, education, and financial stability of every person in every community. Learn more about them here:&nbsp;<a href=""https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.unitedway.org%2F&amp;data=02%7C01%7Ctmccarthy%40ithaca.edu%7C548bcfd0dcd5470d1fcd08d6be838a25%7Cfa1ac8f65e5448579f0b4aa422c09689%7C0%7C0%7C636905869502495122&amp;sdata=dHjGCb6OOQ%2BKmnNcU9spZNqKQrUnyfTYNWiatLMT178%3D&amp;reserved=0"" rel=""noopener noreferrer"" target=""_blank"">https://www.unitedway.org/</a></p>

<p><b>We will be located in the Memorial Room in Willard Straight Hall on Monday, April 29th from 10am-2pm &amp; Wednesday, May 1st from 10am-1pm.</b></p>

<p>To learn more, RSVP here:<a href=""https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.facebook.com%2Fevents%2F271995250386009%2F&amp;data=02%7C01%7Ctmccarthy%40ithaca.edu%7C548bcfd0dcd5470d1fcd08d6be838a25%7Cfa1ac8f65e5448579f0b4aa422c09689%7C0%7C0%7C636905869502505127&amp;sdata=CpJagashANHepOaaGAZnbw2NHIKz8Pf8EXkUpXuDkwY%3D&amp;reserved=0"" rel=""noopener noreferrer"" target=""_blank""><b>https://www.facebook.com/events/271995250386009/</b></a></p>

<p>We hope to see you there!</p>

<p>- Campus Activities</p>
"
737,1642194,"State of the Art Gallery: “Bubblescapes and Abstracts,” new work by Daniel McPheeters",https://events.visitithaca.com/event/state_of_the_art_gallery_bubblescapes_and_abstracts_new_work_by_daniel_mcpheeters,2019-05-01T12:00:00-04:00,0,"<p><span style=""font-size:12pt""><span><span><span style=""font-size:18.0pt""><span>State of the Art Gallery:</span></span></span></span></span></p>

<p><span style=""font-size:12pt""><span><span><span style=""font-size:16.0pt""><span>&ldquo;Bubblescapes and Abstracts,&rdquo; new work by Daniel McPheeters. His landscapes are rendered obsessively in circles with new explorations of color using abstract imagery.&nbsp; Reception:&nbsp; Friday, May 3, 5-8pm, Gallery Night in downtown Ithaca. Show dates: May 1-June 2, 2019. 120 W. Martin Luther King, Jr./State Street. Curbside parking and ADA accessibility. Info:&nbsp; 607-277-1626 and </span></span><a href=""http://www.soagithaca.org/""><span style=""font-size:16.0pt""><span><span>www.soagithaca.org</span></span></span></a></span></span></span></p>
"
733,1645903,An Italian Extravaganza,https://events.visitithaca.com/event/an_italian_extravaganza,2019-05-01T12:30:00-04:00,Free and open to the public; no tickets required,"<p><span style=""font-size:12pt""><span><span>Midday Music: Anna Steppler, Morton Wan, and Matthew Hall, organ; An Italian Extravaganza</span></span></span></p>
"
735,1485050,Sciencenter Science Together,https://events.visitithaca.com/event/sciencenter_science_together_9480,2019-05-01T15:00:00-04:00,"","<p><span style=""font-size:11.0pt""><span><span><span>Engage with your toddlers and preschoolers through self-guided, hands-on activities. Learn a different science process each week and discover ways to keep the science fun going at home.</span></span></span></span></p>
"
,1532755,"In A Word featuring Ishion Hutchinson & Carole Boyce Davies, In Conversation",https://events.visitithaca.com/event/in_a_word_featuring_ishion_hutchinson_carole_boyce_davies_in_conversation,2019-05-01T16:30:00-04:00,"","<p><b>In A Word featuring Ishion Hutchinson &amp; Carole Boyce Davies, In Conversation</b><br />
Wednesday, May 1, 4:30 p.m.<br />
Rhodes-Rawlings Auditorium, G70 Klarman Hall, Cornell University</p>

<p>Carole Boyce Davies is a professor of English and Africana Studies at Cornell University. She has held distinguished professorships at a number of institutions, including the Herskovits Professor of African Studies and Professor of Comparative Literary Studies and African American Studies at Northwestern University. She is the author of&nbsp;Black Women, Writing and Identity: Migrations of the Subject&nbsp;and&nbsp;Left of Karl Marx: The Political Life of Black Communist Claudia Jones. Her most recent monograph is&nbsp;Caribbean Spaces: Escape Routes from Twilight Zones&nbsp;and a children&rsquo;s book,&nbsp;Walking.</p>

<p>Ishion Hutchinson was born in Port Antonio, Jamaica. He is the author of two poetry collections:<i>&nbsp;</i>Far District<i>&nbsp;</i>and&nbsp;House of Lords and Commons. He is the recipient of the National Book Critics Circle Award for Poetry, a Guggenheim Fellowship, Joseph Brodsky Rome Prize, the Whiting Writers Award, the PEN/Joyce Osterweil Award, and the American Academy of Arts and Letters Award in Literature, among others. He is a contributing editor to the literary journals&nbsp;The Common&nbsp;and&nbsp;Tongue: A Journal of Writing &amp; Art.&nbsp;</p>

<p><b>In A Word</b>&nbsp;is a series that showcases the Creative Writing Program&rsquo;s influences and contributions to the literary world by its dedicated faculty of poets and fiction writers.</p>

<p>Free and open to the public</p>

<p>Reception to follow in the English Lounge, 258 Goldwin Smith Hall</p>
"
,1607193,Cleo Wilkinson | Made in the Shade ,https://events.visitithaca.com/event/cleo_wilkinson_made_in_the_shade,2019-05-01T17:00:00-04:00,"","<p>Australian printmaker, Cleo Wilkinson, is one of the few artists working in mezzotint today. The mezzotint technique has remained unchanged for 300 years. Its characteristic rich black tone is achieved by roughening the metal plate with a rocker.&nbsp;Cleo&rsquo;s haunting prints, many of which are very small, beckon the viewer to come closer and to truly engage with each piece.&nbsp; Made possible in part with funds from the New York State Council on the Arts, administered by the Community Arts Partnership.</p>
"
,1471261,Free Craft Beer Tastings,https://events.visitithaca.com/event/free_craft_beer_tastings,2019-05-01T17:00:00-04:00,"","<p>Ithaca Coffee Company&#39;s Tavern at Triphammer features free weekly beer tastings every Wednesday from 5-7pm.&nbsp;Each tasting features several varieties from a select craft brewery, with either a brewer or vendor representative on hand to answer questions. Visit our website to see this weeks featured brewery. We focus on providing a mellow atmosphere to escape, explore, and enjoy the finest food and drink available.&nbsp;</p>
"
732,1635490,IthacaROC Swing & Blues Collaboration,https://events.visitithaca.com/event/ithacaroc_swing_blues_collaboration,2019-05-01T19:00:00-04:00,$7 at door,"<p>Get your dancing shows for this one time only collaboration featuring&nbsp;5 musicians based in Rochester and Ithaca NY</p>
"
,1630153,Open Mic Night w/ Nick Santamarina,https://events.visitithaca.com/event/open_mic_night_w_nick_santamarina,2019-05-01T19:00:00-04:00,"","<p>7-8:30 (sign up at 6:30)<br />
Sing, Play, Recite, Perform!<br />
Music, Poetry, Comedy...All are Welcome!<br />
Bring your instrument with you!<br />
Sign up for a 15 minute time slot and share your talents with friends.</p>
"
721,1342944,Grounded ,https://events.visitithaca.com/event/25_minute_ride,2019-05-01T19:30:00-04:00,$15 - $40,"<p><span style=""font-size:10pt""><span>by George Brant&nbsp;</span></span><br />
<span style=""font-size:10pt""><span>Nov 25 - Dec 9, 2018</span></span></p>

<p><span style=""font-size:10pt""><span>An unexpected pregnancy ends an ace fighter pilot&#39;s career in the sky. Reassigned to operate military drones from a windowless trailer outside Las Vegas, she hunts terrorists by day and returns to her family each night. As the pressure to track a high-profile target mounts, the boundaries begin to blur between the desert in which she lives and the one she patrols half a world away.</span></span></p>

<p><span style=""font-size:10pt""><span><b>Kate MacCluggage&nbsp;</b>of last season&#39;s&nbsp;<i>Ironbound</i>&nbsp;returns to the Kitchen in this gripping one-woman show.</span></span></p>
"
694,1645909,Student Chamber Music Recital,https://events.visitithaca.com/event/student_chamber_music_recital_9569,2019-05-01T20:00:00-04:00,"","<p>Student chamber music recital by Cornell University Students</p>
"
687,1548715,SALSA NIGHT @ AGAVA!,https://events.visitithaca.com/event/salsa_night_at_agava_7363,2019-05-01T22:00:00-04:00,$5 Cover Charge ,"<p>ITHACA&rsquo;S HOTTEST WEEKLY PARTY</p>

<p>Visit Agava every week for a hot night of Salsa and Latin Dance Hits with DJ Luis Vivanco. Drink specials, 10pm dance lesson, great food and dance till the bar stops flowing at 1am! Come in early and enjoy dinner before the kitchen closes at 10pm! &iexcl;Hasta la Rumba!<br />
<br />
Details:<br />
* DJs Michael Luis &amp; Luis Vivanco spinning the best of Salsa and Latin Dance Music<br />
* 10-10:30pm FREE dance lesson: Salsa, Bachata and Latin Movement. Party til 1am<br />
* 18+ admission. $5 Cover. Gov ID with Age and Photo Required.</p>
"
,1605733, World Picture: Travel Imagery Before and After Photography ,https://events.visitithaca.com/event/world_picture_travel_imagery_before_and_after_photography,2019-05-02T09:00:00-04:00,"","<p><span style=""font-size:12pt""><span><span>Drawing from Cornell&rsquo;s Rare and Manuscript Collections and the Herbert F. Johnson Museum of Art, this exhibition examines how published travel imagery created and transmitted geographical knowledge during the nineteenth century, a period of rapid and extraordinary change in how people travelled, represented, and understood the world. After photography&rsquo;s 1839 debut, the new medium was seen as uniquely suited to the task of presenting accurate geographical description. At the same time, traditional&nbsp;illustration methods such as wood engravings, etchings, and lithographs offered varied and often romanticized interpretations of their subjects in an exploding number of publications dedicated to travel and exploration. What does this reveal about the roles of authenticity and aesthetics in the success of the Western project to teach audiences about faraway places?</span></span></span></p>
"
735,1485003,Sciencenter Science Together,https://events.visitithaca.com/event/sciencenter_science_together_1232,2019-05-02T10:30:00-04:00,"","<p><span style=""font-size:11.0pt""><span><span><span>Engage with your toddlers and preschoolers through self-guided, hands-on activities like playing with flubber, using tools to sift through sand, and much more!</span></span></span></span></p>
"
737,1642194,"State of the Art Gallery: “Bubblescapes and Abstracts,” new work by Daniel McPheeters",https://events.visitithaca.com/event/state_of_the_art_gallery_bubblescapes_and_abstracts_new_work_by_daniel_mcpheeters,2019-05-02T12:00:00-04:00,0,"<p><span style=""font-size:12pt""><span><span><span style=""font-size:18.0pt""><span>State of the Art Gallery:</span></span></span></span></span></p>

<p><span style=""font-size:12pt""><span><span><span style=""font-size:16.0pt""><span>&ldquo;Bubblescapes and Abstracts,&rdquo; new work by Daniel McPheeters. His landscapes are rendered obsessively in circles with new explorations of color using abstract imagery.&nbsp; Reception:&nbsp; Friday, May 3, 5-8pm, Gallery Night in downtown Ithaca. Show dates: May 1-June 2, 2019. 120 W. Martin Luther King, Jr./State Street. Curbside parking and ADA accessibility. Info:&nbsp; 607-277-1626 and </span></span><a href=""http://www.soagithaca.org/""><span style=""font-size:16.0pt""><span><span>www.soagithaca.org</span></span></span></a></span></span></span></p>
"
721,1342944,Grounded ,https://events.visitithaca.com/event/25_minute_ride,2019-05-02T14:00:00-04:00,$15 - $40,"<p><span style=""font-size:10pt""><span>by George Brant&nbsp;</span></span><br />
<span style=""font-size:10pt""><span>Nov 25 - Dec 9, 2018</span></span></p>

<p><span style=""font-size:10pt""><span>An unexpected pregnancy ends an ace fighter pilot&#39;s career in the sky. Reassigned to operate military drones from a windowless trailer outside Las Vegas, she hunts terrorists by day and returns to her family each night. As the pressure to track a high-profile target mounts, the boundaries begin to blur between the desert in which she lives and the one she patrols half a world away.</span></span></p>

<p><span style=""font-size:10pt""><span><b>Kate MacCluggage&nbsp;</b>of last season&#39;s&nbsp;<i>Ironbound</i>&nbsp;returns to the Kitchen in this gripping one-woman show.</span></span></p>
"
,1607193,Cleo Wilkinson | Made in the Shade ,https://events.visitithaca.com/event/cleo_wilkinson_made_in_the_shade,2019-05-02T17:00:00-04:00,"","<p>Australian printmaker, Cleo Wilkinson, is one of the few artists working in mezzotint today. The mezzotint technique has remained unchanged for 300 years. Its characteristic rich black tone is achieved by roughening the metal plate with a rocker.&nbsp;Cleo&rsquo;s haunting prints, many of which are very small, beckon the viewer to come closer and to truly engage with each piece.&nbsp; Made possible in part with funds from the New York State Council on the Arts, administered by the Community Arts Partnership.</p>
"
,1471263,Free Craft Beer Tastings,https://events.visitithaca.com/event/free_craft_beer_tastings_1064,2019-05-02T17:00:00-04:00,"","<p>Ithaca Coffee Company&#39;s Tavern at Gateway features free weekly beer tastings every Thursday from 5-7pm. Each tasting features several varieties from a select craft brewery, with either a brewer or vendor representative on hand to answer questions. Visit our website to see this weeks featured brewery. We focus on providing a mellow atmosphere to escape, explore, and enjoy the finest food and drink available.</p>
"
,1634179,Spring Writes Literary Festival ,https://events.visitithaca.com/event/spring_writes_literary_festival_2282,2019-05-02T17:00:00-04:00,0,"<p>The Spring Writes Literary Festival, now in its tenth year, features over 100 regional writers, and 47 events - all taking place over 4 days at 8 locations in downtown Ithaca!&nbsp;<br />
A program of the Community Arts Partnership (CAP) of Tompkins County, Spring Writes shines a light on the abundance of literary talent across the Finger Lakes Region. The Festival offers multiple readings, performances, workshops, panels, storytelling and more! Most events are free &ndash; no registration &ndash; just show up! www.SpringWrites.org&nbsp;</p>

<p>Thank you to our sponsors: Ithaca College, M&amp;T Bank, and Wegmans.<br />
&nbsp;</p>
"
,1614677,Groundswell Incubator Farm Volunteer Nights!,https://events.visitithaca.com/event/groundswell_incubator_farm_volunteer_nights,2019-05-02T17:30:00-04:00,"","<p>From April- October come help out at the Groundswell Incubator Farm. Family friendly, and led by our Incubator Farm Manager on the first Thursday of the month from 5:30pm &ndash; 7:30pm.&nbsp;We will start with a tour of the farm and some information on Groundswell at 5:30 pm. Around 6:00 we will shift into&nbsp;volunteermode until 7:30, or earlier if it is too dark to work.&nbsp; You can come for any or all of that time!</p>
"
,1642164,Millicent Clarke-Maynard Multicultural Dinner & Annual Fundraiser,https://events.visitithaca.com/event/millicent_clarke-maynard_multicultural_dinner_annual_fundraiser,2019-05-02T17:30:00-04:00,$5 suggested donation at the door,"<p><b>The Ithaca community is invited to the 2019 Millicent Clarke-Maynard Multicultural Dinner and Annual Fundraiser on Thursday, May 2, 2019, from 5:30 - 7:00 p.m. at Beverly J. Martin Elementary School. The event typically draws hundreds of attendees for an evening of entertainment, live music, dancing, a silent auction, raffles, and a full buffet of diverse, delicious foods that represent the multi-faceted Ithaca community. </b></p>

<p><b>The Multicultural Dinner is a celebration of the many voices that make up our community, and is the largest annual fundraising event to benefit the students of Beverly J. Martin Elementary School. The event is held in honor of Ms. Millicent Clarke-Maynard, in appreciation for her years of work in the Ithaca community with children and families, and her dedication to equity, access, and education as a human right for all. </b></p>

<p><b>This year, entertainment will include performances by an African drumming and dance group led by Dr. Baruch Whitehead, the VOICES Multicultural Chorus, Venissa Santi, and the Ithaca New Music Collective. </b></p>

<p><b>Silent auction gift cards and baskets have been donated by Agava, Coltivare, Satori Spa, Gimme! Coffee, the Hangar Theatre, Head over Heels, Ithaca Beer Company, Maxie&rsquo;s Supper Club, Petrune, the State Theatre, Wegmans, and more! </b></p>

<p><b>This event is a fun, festive, joyful night of music, food, and community. A suggested donation of $5 per person will be taken at the door, but all members of the community are invited and encouraged to come regardless of their ability to donate. All proceeds will benefit BJM Families Together PTA, an organization dedicated to supporting the students of Beverly J. Martin Elementary School. </b></p>

<p><b>Organizations who would like to donate food for the buffet or items for the silent auction should contact Mariellen Brown at <a href=""mailto:mariellen.brown@gmail.com"">mariellen.brown@gmail.com</a>. </b></p>
"
705,1647678,Special Seminar About Birds and Big Art,https://events.visitithaca.com/event/special_seminar_about_birds_and_big_art,2019-05-02T18:30:00-04:00,"","<p>Some have called her the &quot;Michelangela&quot; of the natural world. Jane Kim&#39;s breathtaking, massive, yet finely-detailed works of art are meant to thrill, educate, and spur change. Kim will be presenting a seminar about the &quot;Wall of Birds,&quot; a 2,500 square-foot mural celebrating the diversity and evolution of birds that she created during several years at the Cornell Lab of Ornithology. She also wrote a book about the experience. A reception precedes the talk. Meet Jane and see the magnificent Wall of Birds in person.</p>

<p>Image courtesy of Ink Dwell Studio.</p>
"
,1554759,Hula Hut Polynesian Dance ,https://events.visitithaca.com/event/hula_hut_polynesian_dance,2019-05-02T19:00:00-04:00,"","<p>Authentic and&nbsp;professionally taught&nbsp;Polynesian dance lesson (hula dance). Great exercise and fun! &nbsp;Ages 13 and up.&nbsp;</p>
"
721,1342944,Grounded ,https://events.visitithaca.com/event/25_minute_ride,2019-05-02T19:30:00-04:00,$15 - $40,"<p><span style=""font-size:10pt""><span>by George Brant&nbsp;</span></span><br />
<span style=""font-size:10pt""><span>Nov 25 - Dec 9, 2018</span></span></p>

<p><span style=""font-size:10pt""><span>An unexpected pregnancy ends an ace fighter pilot&#39;s career in the sky. Reassigned to operate military drones from a windowless trailer outside Las Vegas, she hunts terrorists by day and returns to her family each night. As the pressure to track a high-profile target mounts, the boundaries begin to blur between the desert in which she lives and the one she patrols half a world away.</span></span></p>

<p><span style=""font-size:10pt""><span><b>Kate MacCluggage&nbsp;</b>of last season&#39;s&nbsp;<i>Ironbound</i>&nbsp;returns to the Kitchen in this gripping one-woman show.</span></span></p>
"
733,1645911,Organ: Patriotic Variation Sets from the 19th Century,https://events.visitithaca.com/event/organ_patriotic_variation_sets_from_the_19th_century,2019-05-02T20:00:00-04:00,"","<p><span style=""font-size:12pt""><span><span>Michael Plagerman presents an organ concert of patriotic variation sets from the 19th century. Composers include Rinck, Paine, Buck, and Ives.</span></span></span></p>
"
746,1580569,Twin Peaks,https://events.visitithaca.com/event/twin_peaks,2019-05-02T20:00:00-04:00,,""
