venue_id,remote_id,name,url,start_time,cost,description
,1540101,All Labor Has Dignity: Martin Luther King Jr. and the Labor Movement,https://events.cornell.edu/event/exhibition_-_all_labor_has_dignity_martin_luther_king_jr_and_the_labor_movement,2019-05-02T09:00:00-04:00,free,"<p>The exhibit <i>All Labor Has Dignity: Martin Luther King Jr. and the Labor Movement</i> will be displayed at the Kheel Center&rsquo;s lobby in Ives Hall at the ILR School for Martin Luther King Jr. Day 2019.</p>

<p>Seeing labor and civil rights as twin pillars of social reform, Dr. Martin Luther King Jr. worked tirelessly to advocate for working people, create connections with labor leaders and union members, play key roles in pivotal strikes, and fight for economic justice on several fronts. He believed strongly in the labor movement asserting that &ldquo;organized labor has been one of the deterrents of human exploitation throughout its long history in America.&rdquo;</p>

<p>The exhibit will highlight Dr. King&rsquo;s involvement with unions spanning from the March on Washington for Jobs and Freedom and the organizing campaigns with his &ldquo;favorite union&rdquo; Local 1199, the National Union of Hospital and Health Care Employees, to the mourning of labor after his last campaign with Sanitation Workers in Memphis and Coretta Scott King&rsquo;s role in becoming the face of the hospital worker movement less than a year after his passing.</p>

<p>The exhibit will include correspondence between King and labor leaders, speeches, an audio recording from King&rsquo;s final public appearance in New York City, archival footage of hospital workers striking, vinyl recordings of King&rsquo;s speeches to unions, fliers and advertisements highlighting King&rsquo;s support of labor, union ephemera, and countless photographs of MLK and Coretta Scott King&rsquo;s work with unions and the labor movement.</p>

<p>Free and open to the public.</p>

<p>On Display: Kheel Center for Labor-Management Documentation &amp; Archives<br />
227 Ives Hall, Catherwood Library Lobby, ILR School, Cornell University</p>

<p>For any inquiries, please contact kheel_center@cornell.edu<br />
<a href=""https://catherwood.library.cornell.edu/kheel"">Kheel Center Website</a> &amp; <a href=""https://www.instagram.com/kheelcenter/"">Kheel Center Instagram </a></p>
"
461,1588671,JLPP Final's Breakfast Spring,https://events.cornell.edu/event/jlpp_finals_breakfast_spring,2019-05-02T09:00:00-04:00,"","<p>Cornell&#39;s Journal of Law and Public Policy is providing breakfast food for finals.</p>

<p>&nbsp;</p>

<p>This event is sponsored by GPSAFC and opened to the graduate community. Please contact lc854@cornell.edu for special accommodations.&nbsp;</p>
"
505,1621732,Transgender Inclusion in the Workplace,https://events.cornell.edu/event/transgender_inclusion_in_the_workplace,2019-05-02T09:00:00-04:00,"","<p><span style=""font-size:11pt""><span><i><span>This workshop will briefly provide an overview on transgender identity with a focus on how to support transgender colleagues here at Cornell. Coffee and tea will be provided.</span></i></span></span></p>

<p><span style=""font-size:11pt""><span><i><span>Register today via CULearn.</span></i></span></span></p>
"
415,1603738,World Picture: Travel Imagery Before and After Photography,https://events.cornell.edu/event/world_picture_travel_imagery_before_and_after_photography,2019-05-02T09:00:00-04:00,"","<p><span style=""font-size:12pt""><span><span>Drawing from Cornell&rsquo;s Rare and Manuscript Collections and the Herbert F. Johnson Museum of Art, this exhibition examines how published travel imagery created and transmitted geographical knowledge during the nineteenth century, a period of rapid and extraordinary change in how people travelled, represented, and understood the world. After photography&rsquo;s 1839 debut, the new medium was seen as uniquely suited to the task of presenting accurate geographical description. At the same time, traditional&nbsp;illustration methods such as wood engravings, etchings, and lithographs offered varied and often romanticized interpretations of their subjects in an exploding number of publications dedicated to travel and exploration. What does this reveal about the roles of authenticity and aesthetics in the success of the Western project to teach audiences about faraway places?</span></span></span></p>
"
248,1612289,Metabolomics Symposium: Metabolome Analysis Made Simple,https://events.cornell.edu/event/metabolomics_symposium_-_metabolome_analysis_made_simple,2019-05-02T09:30:00-04:00,"","<p>9:30 AM &nbsp;&nbsp; <b>Coffee/Registration&nbsp;</b>&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;<br />
10:10 AM &nbsp;&nbsp; <b>Jason Cole</b>, Thermo Application Scientist: &ldquo;Using high-resolution GC-MS for untargeted metabolomics and unknown compound identification.&rdquo;<br />
10:50 AM &nbsp;&nbsp; <b>Elad Tako</b>, Research Physiologist, USDA-ARS, Courtesy Assistant Professor, Dept of Food Science, and Division of Nutritional Sciences: &ldquo;The Linoleic Acid: Dihomo-&gamma;-Linolenic Acid Ratio (LA:DGLA) &mdash; an emerging biomarker of Zn status.&rdquo;<br />
11:20 AM&nbsp;&nbsp;&nbsp; <b>Gregory Michael Peck</b>, Assistant Professor of Horticulture: &ldquo;Chemotypic profiling of cider apples in the USDA&rsquo;s Malus germplasm collection.&rdquo;<br />
12:00 PM &nbsp;&nbsp;&nbsp; <b>Lunch</b> (provided)&nbsp; &nbsp;<b>&nbsp;&nbsp;&nbsp; </b><br />
1:00 PM &nbsp;&nbsp; <b>Reiko Kiyonami</b>, Thermo Application Scientist: &ldquo;Born to conquer the tougher metabolomics challenges: high throughput identification of novel tomato flavonoids by IDX technology.&rdquo;<br />
1:30 PM &nbsp;&nbsp; <b>Jocelyn Rose</b>, Professor of Plant Biology: &ldquo;Tracking the profiles and subcellular distribution of flavonoids in tomato fruit.&rdquo;<br />
2:00 PM &nbsp;&nbsp; <b>Coffee Break&nbsp;&nbsp; &nbsp;</b>&nbsp;&nbsp; &nbsp;<br />
2:15 PM &nbsp;&nbsp; <b>John P. Loftus</b>, Assistant Professor, Small Animal Internal Medicine: &ldquo;Metabolomic investigation of canine hepatocutaneous syndrome.&rdquo;<br />
2:45 PM &nbsp;&nbsp; <b>Joseph McFadden</b>, Assistant Professor, Dept. of Animal Science: &ldquo;The bovine lipidome revealed: Lessons learned in sphingolipid and glycerophospholipid biology during metabolic disease.&rdquo;</p>

<p><b>RSVP at sean.bennett@thermofisher.com</b><br />
&nbsp;</p>
"
248,1612289,Metabolomics Symposium: Metabolome Analysis Made Simple,https://events.cornell.edu/event/metabolomics_symposium_-_metabolome_analysis_made_simple,2019-05-02T10:00:00-04:00,"","<p>9:30 AM &nbsp;&nbsp; <b>Coffee/Registration&nbsp;</b>&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;<br />
10:10 AM &nbsp;&nbsp; <b>Jason Cole</b>, Thermo Application Scientist: &ldquo;Using high-resolution GC-MS for untargeted metabolomics and unknown compound identification.&rdquo;<br />
10:50 AM &nbsp;&nbsp; <b>Elad Tako</b>, Research Physiologist, USDA-ARS, Courtesy Assistant Professor, Dept of Food Science, and Division of Nutritional Sciences: &ldquo;The Linoleic Acid: Dihomo-&gamma;-Linolenic Acid Ratio (LA:DGLA) &mdash; an emerging biomarker of Zn status.&rdquo;<br />
11:20 AM&nbsp;&nbsp;&nbsp; <b>Gregory Michael Peck</b>, Assistant Professor of Horticulture: &ldquo;Chemotypic profiling of cider apples in the USDA&rsquo;s Malus germplasm collection.&rdquo;<br />
12:00 PM &nbsp;&nbsp;&nbsp; <b>Lunch</b> (provided)&nbsp; &nbsp;<b>&nbsp;&nbsp;&nbsp; </b><br />
1:00 PM &nbsp;&nbsp; <b>Reiko Kiyonami</b>, Thermo Application Scientist: &ldquo;Born to conquer the tougher metabolomics challenges: high throughput identification of novel tomato flavonoids by IDX technology.&rdquo;<br />
1:30 PM &nbsp;&nbsp; <b>Jocelyn Rose</b>, Professor of Plant Biology: &ldquo;Tracking the profiles and subcellular distribution of flavonoids in tomato fruit.&rdquo;<br />
2:00 PM &nbsp;&nbsp; <b>Coffee Break&nbsp;&nbsp; &nbsp;</b>&nbsp;&nbsp; &nbsp;<br />
2:15 PM &nbsp;&nbsp; <b>John P. Loftus</b>, Assistant Professor, Small Animal Internal Medicine: &ldquo;Metabolomic investigation of canine hepatocutaneous syndrome.&rdquo;<br />
2:45 PM &nbsp;&nbsp; <b>Joseph McFadden</b>, Assistant Professor, Dept. of Animal Science: &ldquo;The bovine lipidome revealed: Lessons learned in sphingolipid and glycerophospholipid biology during metabolic disease.&rdquo;</p>

<p><b>RSVP at sean.bennett@thermofisher.com</b><br />
&nbsp;</p>
"
399,1541680,Past Time: Geology in European and American Art,https://events.cornell.edu/event/past_time_geology_in_european_and_american_art,2019-05-02T10:00:00-04:00,"","<p>Organized by the&nbsp;<a href=""https://fllac.vassar.edu/exhibitions/2018/past-time.html"">Frances Lehman Loeb Art Center, Vassar College</a>,&nbsp;<i>Past Time</i>&nbsp;is an interdisciplinary examination that merges art with science. Watercolors, drawings, oil sketches, and sketchbooks made by European and American artists from the 1770s to the 1890s reflect the period&rsquo;s new scientific investigation of the earth&rsquo;s crust that came to be known as geology. The intrinsic curiosity of the era&rsquo;s artists drove them to explore these new ideas in a variety of media, while interests in minerals and their applications brought wide-ranging explorations of this modern science of the earth. Artists such as Frederic Edwin Church, William Trost Richards, John Ruskin, J. M. W. Turner, and Asher Brown Durand mindfully investigated the land, taking note of exquisite and even surreal landforms in their work.</p>

<p>A selection of works from the Johnson&rsquo;s permanent collection will accompany the exhibition and explore how this fascination continued into the twentieth century, especially in America.</p>

<p><i>This exhibition was organized by the Frances Lehman Loeb Art Center at Vassar College, where it was on view in 2018. Its presentation at Cornell was coordinated by Nancy E. Green, the Gale and Ira Drukier Curator of European and American Art, Prints &amp; Drawings, 1800&ndash;1945, at the Johnson, and supported in part by the Helen and Robert J. Appel Exhibition Endowment.</i></p>
"
399,1541661,Regina José Galindo: La Sombra (The Shadow),https://events.cornell.edu/event/regina_jose_galindo_la_sombra_the_shadow,2019-05-02T10:00:00-04:00,"","<p>Regina Jos&eacute; Galindo was born in 1974 in Guatemala City in the middle of a civil war that raged in her country from 1960 to 1996. This experience deeply affected her performance-based work, in which she often tests the limits of her body. Her 2017 video&nbsp;<i>La Sombra (The Shadow)</i>&nbsp;was one of three pieces that were commissioned by Documenta, one of the most important surveys of contemporary art that takes place in Kassel, Germany, every five years. Chased in the video by a Leopard tank to utter exhaustion, Galindo aims to bring attention to Germany&rsquo;s ranking among the top five weapons manufacturers in the world, pointing to the West&rsquo;s complicity in the oppression and death of millions of people across the globe.</p>

<p>In 2015 Galindo was awarded the Golden Lion for best artist under 35 in the 51st Venice Biennale. Her work is included in the collections of the Centre Pompidou, the Guggenheim Museum, Tate Modern, and many others.</p>

<p>This work was&nbsp;acquired for the Johnson Museum&#39;s permanent collection through the Stern Family Contemporary Art Acquisition Fund (2018.039).</p>

<p>Image &copy;&nbsp;Regina Jos&eacute; Galindo</p>
"
399,1541644,Traded Treasure: Indian Textiles for Global Markets,https://events.cornell.edu/event/traded_treasure_indian_textiles_for_global_markets,2019-05-02T10:00:00-04:00,"","<p>Known for many centuries as the source of fine cotton and silk textiles, India has produced some of the world&rsquo;s most innovative textile traditions. Spanning five hundred years of the history of India&rsquo;s thriving commerce to Southeast Asia, Europe, and Japan, this exhibition reveals why Indian textiles were in demand the world over.</p>

<p>Some of the earliest surviving Indian textiles are printed and painted cotton fragments found in Indonesia. Along with silk double-ikat&nbsp;<i>patola</i>, these were used for ceremonial purposes and treasured in Indonesia as heirlooms. The maritime trade that relied on supplying Indian textiles to Southeast Asian markets in exchange for spices was first conducted by Arab, Persian, and Indian merchants but later dominated by Portuguese, Dutch, and British traders, which expanded the demand for Indian chintz and embroideries in Asia and Europe.</p>

<p>The textiles presented in this exhibition, drawn from the collection of Banoo and Jeevak Parpia, tell a fascinating story of global commerce and the ingenious ways that Indian artisans designed and produced goods of astonishing beauty and technical sophistication, while also revealing how cross-cultural interchange contributed to global aesthetic developments.</p>

<p>A fully illustrated catalogue with essays by leading experts Ruth Barnes, Kaja McGowan, and Sylvia Houghteling elucidates the history of the Indian textile trade.</p>

<p><i>This exhibition was curated by Ellen Avril, chief curator and curator of Asian Art, at the Johnson Museum, and supported by a generous gift endowed in memory of Elizabeth Miller Francis &rsquo;47.</i></p>
"
399,1541675,"Undressed: The Nude In Context, 1500-1750",https://events.cornell.edu/event/undressed_the_nude_in_context_1500-1750,2019-05-02T10:00:00-04:00,"","<p>The early years of the Renaissance brought about renewed interest in the idealized proportions and smooth and languid gestures of Greco-Roman sculptures, which became the preferred model for the then-contemporary nude figure. However, as the study of the human body using cadavers, &eacute;corch&eacute; figures, and live models became increasingly popular, artists fused this focused attention on musculature and anatomical features with the vogue for classical idealism.</p>

<p>This exhibition, drawn from the Johnson&rsquo;s permanent collection, public institutions, and private collectors, will examine the trajectory of the nude body in art. It will explore how the nude is defined, both artistically and circumstantially, as the idea of the Renaissance ideal evolved over both time and space, raising questions about what bodies are allowed to be shown nude, how the body expresses gender and beauty, and how the nude is used to express narrative content and heightened emotion. How does the practice of working from studio models change what bodies are shown nude? How does a rising interest in anatomical accuracy reaffirm or chafe against conceptions of classical perfection? How does the nude body change from religious painting to mythological subjects? Undressed will examine these questions and more through paintings, prints, drawings, and anatomy books.</p>

<p><i>This exhibition was curated by Andrew Weislogel, the Seymour R. Askin, Jr. &rsquo;47 Curator, Earlier European and American Art, and Brittany Rubin, print room curatorial assistant, at the Johnson Museum, and supported in part by the Donald and Maria Cox Exhibition Endowment.</i></p>
"
613,1529049,S.C. Tsiang Macroeconomics Workshop: Cosmin Ilut,https://events.cornell.edu/event/sc_tsiang_macroeconomics_workshop_cosmin_illut,2019-05-02T11:40:00-04:00,"","<p>Cosmin Ilut, Duke University &amp; NBER</p>

<p><b><i>Uncertainty Aversion and Heterogeneous Beliefs in Linear Models</i></b> (joint w/Pavel Krivenko &amp; Martin Schneider)</p>

<p class=""MsoPlainText""><b>Abstract:</b>&nbsp; <span style=""font-size:11pt""><span><span><span style=""font-size:11.0pt""><span>This paper proposes a simple perturbation approach for dynamic models with agents who differ in their perception of exogenous shocks. The method characterizes linear dynamics around a steady state when that steady state differs from any individual agent&#39;s long run expectation. It applies when agents agree to disagree, as well as when they differ in aversion to Knightian uncertainty and hence behave as if they hold different worst case beliefs. It thus provides a simple way to study effects of uncertainty on behavior in linear models. Our leading example looks at precautionary savings, asset premia and gains from insurance in a borrower-lender model with agents </span></span>who differ in uncertainty aversion.</span></span></span></p>
"
402,1553280,"""At the Limits of Comparison:"" On Its Politically Performative Modes",https://events.cornell.edu/event/the_colonial_condition_and_the_limits_of_comparison,2019-05-02T12:00:00-04:00,"","<p><u><b>CANCELLED</b></u></p>

<p>&nbsp;</p>

<p><u><b>Instead: </b></u><a href=""http://events.cornell.edu/event/helping_the_wounded_as_heroism_and_mission_humanitarian_cultures_in_karen_state_myanmar"">http://events.cornell.edu/event/helping_the_wounded_as_heroism_and_mission_humanitarian_cultures_in_karen_state_myanmar </a></p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>Part of the Ronald and Janette Gatty Lecture Series</p>

<p>Ann Laura Stoler, Willy Brandt Distinguished University Professor of Anthropology and Historical Studies, Director of the Institute for Critical Social Inquiry (ICSI), The New School</p>

<p><span style=""font-size:12pt""><span>This paper is about the politics of comparison and what such a phrase suggests about what counts as &ldquo;the political&rdquo;. It therefore addresses what I would call comparison&#39;s pernicious political possibilities to explode into violence, to assuage the assessment of worth, and to erase the scenes of its making and the conceptual apparatus that makes sense of it. Comparison is never benign. As Nietzsche was wont to remind us, concepts congeal wholly unequal things. Comparisons do as well.</span></span></p>

<p>Co-sponsored by the Department of History and the Department of Anthropology.</p>
"
278,1650940,An Academic Career at Primarily Undergraduate Institutions,https://events.cornell.edu/event/an_academic_career_at_primarily_undergraduate_institutions,2019-05-02T12:00:00-04:00,"","<p>I will offer my personal perspective, combined with select data, on a career as a&nbsp;liberal arts professor in the natural sciences. Topics will include networking, understanding job announcements, components of a packet, video interviews, site interviews, the tenure process, post-tenure, and time allocation. You may be surprised by some of what I believe you should prioritize. This talk is appropriate for those with no knowledge of liberal arts colleges or those who attended them.</p>

<p class=""MsoBodyText"" style=""text-align:start"">&nbsp;</p>
"
402,1646772,"Helping the wounded as heroic mission: Self Organization of Humanitarian Action in Karen state, Myanmar (Alexander Horstmann)",https://events.cornell.edu/event/helping_the_wounded_as_heroism_and_mission_humanitarian_cultures_in_karen_state_myanmar,2019-05-02T12:00:00-04:00,"","<p>Alexander Horstmann is Associate Professor in Anthropology of Southeast Asia,<br />
at the School of Humanities at Tallinn University. His teaching include Current<br />
Anthropology courses, Applied Anthropology &ldquo;LIFE&rdquo; project courses, Asian<br />
Politics and Society courses and PhD courses in Cultural Studies.</p>

<p>Crisis, warring, and never-ending suffering propel humanitarian organizations to<br />
the forefront of media attention. Examining the use of t&eacute;moignage (witnessing)<br />
in the work of MSF, Peter Redfield notes that big NGOs now play a central role in<br />
defining secular moral truth for an international audience (Redfield 2006: 5&ndash;6).<br />
Combining medical expression, expert knowledge, public expression, and in the<br />
case of the Free Burma Rangers, mission, health organizations are able to<br />
mobilize both the most vulnerable people as well as substantial financial and<br />
moral support from a great field of followers (Redfield 2013). Moreover, the Free<br />
Burma Rangers also involve Rangers and ethnic minority villagers in witnessing<br />
and fact finding, by training them for independent human rights documentation,<br />
which will then feed the news of their website.</p>

<p>In the following, I look into emergency healthcare for the wounded in the<br />
border zones of Myanmar&rsquo;s ethnic minorities through the example of the Free<br />
Burma Rangers. First, as a missionary and armed (for self-defence) humanitarian<br />
organization engaged in healthcare and nursing, the FBR represent an<br />
expression of the failure of international organizations and governments in<br />
protecting the most needy villagers. Secondly, I am interested in the mandate of<br />
the FBR, who operate secretif and outside of the existing Border Consortium. The<br />
example of the FBR sheds light on global networks of humanitarian<br />
organizations and their being embedded into political alliances of conservative<br />
Christians in the USA, politicians, and the US army. Finally, the example shows<br />
the important role of international NGOs and their alliances with locals in the<br />
politics of protection. Situating the FBR in a larger empirical context, I ask: how<br />
do these humanitarian health organizations shape new landscapes of<br />
humanitarian assistance and mobilization? How are the most vulnerable<br />
refugees situated in this growing field of voluntary intervention and<br />
mobilization? How does the insertion into these new assemblages situate the<br />
individual self within Christian infrastructures of humanitarian aid? Given the<br />
human rights documentation of the FBR and their accumulation of knowledge<br />
about the Karen etc. where is the place of anthropology and anthropological<br />
knowledge about the figure of the displaced migrant-refugee? Not least: What is<br />
my ethical role as an anthropologist doing fieldwork with vulnerable people?</p>
"
,1617202,Self-Injurious Behavior and Recovery,https://events.cornell.edu/event/self-injurious_behavior_and_recovery,2019-05-02T12:00:00-04:00,"","<p><span style=""font-size:11pt""><span><span style=""font-size:12.0pt""><span>Janis Whitlock from the </span>Bronfenbrenner Center for Translational </span></span></span></p>

<p><span style=""font-size:11pt""><span><span style=""font-size:12.0pt"">Research<span>, will </span></span><span style=""font-size:12.0pt"">discuss her current research which revolves around </span></span></span></p>

<p><span style=""font-size:11pt""><span><span style=""font-size:12.0pt"">young adult social and emotional health with a focus on connectedness, </span></span></span></p>

<p><span style=""font-size:11pt""><span><span style=""font-size:12.0pt"">self-injury and suicide prevention, sexual violence prevention and</span></span></span></p>

<p><span style=""font-size:11pt""><span><span style=""font-size:12.0pt"">intervention development.</span></span></span></p>

<p>&nbsp;</p>

<p><span style=""font-size:11pt""><span><span style=""font-size:12.0pt"">Register here:&nbsp;</span></span></span><a href=""https://cornell.qualtrics.com/jfe/form/SV_3OSnezVJoc1zjLv"" target=""_blank"">https://cornell.qualtrics.com/jfe/form/SV_3OSnezVJoc1zjLv</a></p>

<p>&nbsp;</p>

<p>Questions?&nbsp; Contact Work/Life at 255-0388 or email worklife@cornell.edu</p>
"
